시도명,시군구명,동명,and_nm,비례의원수,지방명,광역의원선거구명,기초의원선거구명,기초의원선출수
경기도,고양시일산동구,식사동,경기도 고양시일산동구 식사동,4,고양시,제7선거구,사선거구,2
경기도,고양시일산동구,풍산동,경기도 고양시일산동구 풍산동,4,고양시,제7선거구,사선거구,2
경기도,고양시일산동구,고봉동,경기도 고양시일산동구 고봉동,4,고양시,제7선거구,사선거구,2
경기도,고양시일산동구,정발산동,경기도 고양시일산동구 정발산동,4,고양시,제8선거구,아선거구,3
경기도,고양시일산동구,중산1동,경기도 고양시일산동구 중산1동,4,고양시,제8선거구,아선거구,3
경기도,고양시일산동구,중산2동,경기도 고양시일산동구 중산2동,4,고양시,제8선거구,아선거구,3
경기도,고양시일산서구,일산2동,경기도 고양시일산서구 일산2동,4,고양시,제8선거구,아선거구,3
경기도,고양시일산동구,마두1동,경기도 고양시일산동구 마두1동,4,고양시,제9선거구,자선거구,2
경기도,고양시일산동구,마두2동,경기도 고양시일산동구 마두2동,4,고양시,제9선거구,자선거구,2
경기도,고양시일산동구,장항1동,경기도 고양시일산동구 장항1동,4,고양시,제9선거구,자선거구,2
경기도,고양시일산동구,장항2동,경기도 고양시일산동구 장항2동,4,고양시,제9선거구,자선거구,2
경기도,고양시일산서구,일산1동,경기도 고양시일산서구 일산1동,4,고양시,제10선거구,차선거구,2
경기도,고양시일산서구,탄현1동,경기도 고양시일산서구 탄현1동,4,고양시,제10선거구,차선거구,2
경기도,고양시일산서구,탄현2동,경기도 고양시일산서구 탄현2동,4,고양시,제10선거구,차선거구,2
경기도,고양시일산서구,주엽1동,경기도 고양시일산서구 주엽1동,4,고양시,제11선거구,카선거구,2
경기도,고양시일산서구,주엽2동,경기도 고양시일산서구 주엽2동,4,고양시,제11선거구,카선거구,2
경기도,고양시일산서구,일산3동,경기도 고양시일산서구 일산3동,4,고양시,제11선거구,타선거구,2
경기도,고양시일산서구,대화동,경기도 고양시일산서구 대화동,4,고양시,제11선거구,타선거구,2
경기도,고양시일산서구,송포동,경기도 고양시일산서구 송포동,4,고양시,제12선거구,파선거구,2
경기도,고양시일산서구,덕이동,경기도 고양시일산서구 덕이동,4,고양시,제12선거구,파선거구,2
경기도,고양시일산서구,가좌동,경기도 고양시일산서구 가좌동,4,고양시,제12선거구,파선거구,2
경기도,과천시,중앙동,경기도 과천시 중앙동,1,과천시,단일선거구,가선거구,3
경기도,과천시,별양동,경기도 과천시 별양동,1,과천시,단일선거구,가선거구,3
경기도,과천시,과천동,경기도 과천시 과천동,1,과천시,단일선거구,가선거구,3
경기도,과천시,갈현동,경기도 과천시 갈현동,1,과천시,단일선거구,나선거구,3
경기도,과천시,부림동,경기도 과천시 부림동,1,과천시,단일선거구,나선거구,3
경기도,과천시,문원동,경기도 과천시 문원동,1,과천시,단일선거구,나선거구,3
경기도,구리시,갈매동,경기도 구리시 갈매동,1,구리시,제1선거구,가선거구,4
경기도,구리시,동구동,경기도 구리시 동구동,1,구리시,제1선거구,가선거구,4
경기도,구리시,인창동,경기도 구리시 인창동,1,구리시,제1선거구,가선거구,4
경기도,구리시,교문1동,경기도 구리시 교문1동,1,구리시,제1선거구,가선거구,4
경기도,구리시,교문2동,경기도 구리시 교문2동,1,구리시,제2선거구,나선거구,3
경기도,구리시,수택1동,경기도 구리시 수택1동,1,구리시,제2선거구,나선거구,3
경기도,구리시,수택2동,경기도 구리시 수택2동,1,구리시,제2선거구,나선거구,3
경기도,구리시,수택3동,경기도 구리시 수택3동,1,구리시,제2선거구,나선거구,3
경기도,남양주시,화도읍,경기도 남양주시 화도읍,2,남양주시,제1선거구,가선거구,3
경기도,남양주시,수동면,경기도 남양주시 수동면,2,남양주시,제1선거구,가선거구,3
경기도,남양주시,호평동,경기도 남양주시 호평동,2,남양주시,제2선거구,나선거구,2
경기도,남양주시,평내동,경기도 남양주시 평내동,2,남양주시,제2선거구,나선거구,2
경기도,남양주시,진접읍,경기도 남양주시 진접읍,2,남양주시,제3선거구,다선거구,2
경기도,남양주시,오남읍,경기도 남양주시 오남읍,2,남양주시,제4선거구,라선거구,2
경기도,남양주시,별내면,경기도 남양주시 별내면,2,남양주시,제5선거구,마선거구,2
경기도,남양주시,별내동,경기도 남양주시 별내동,2,남양주시,제5선거구,마선거구,2
경기도,남양주시,다산1동,경기도 남양주시 다산1동,2,남양주시,제6선거구,바선거구,3
경기도,남양주시,다산2동,경기도 남양주시 다산2동,2,남양주시,제6선거구,바선거구,3
경기도,남양주시,양정동,경기도 남양주시 양정동,2,남양주시,제6선거구,바선거구,3
경기도,남양주시,와부읍,경기도 남양주시 와부읍,2,남양주시,제7선거구,사선거구,5
경기도,남양주시,조안면,경기도 남양주시 조안면,2,남양주시,제7선거구,사선거구,5
경기도,남양주시,금곡동,경기도 남양주시 금곡동,2,남양주시,제7선거구,사선거구,5
경기도,남양주시,진건읍,경기도 남양주시 진건읍,2,남양주시,제7선거구,사선거구,5
경기도,남양주시,퇴계원읍,경기도 남양주시 퇴계원읍,2,남양주시,제7선거구,사선거구,5
경기도,오산시,중앙동,경기도 오산시 중앙동,1,오산시,제1선거구,가선거구,3
경기도,오산시,신장동,경기도 오산시 신장동,1,오산시,제1선거구,가선거구,3
경기도,오산시,세마동,경기도 오산시 세마동,1,오산시,제1선거구,가선거구,3
경기도,오산시,남촌동,경기도 오산시 남촌동,1,오산시,제2선거구,나선거구,3
경기도,오산시,초평동,경기도 오산시 초평동,1,오산시,제2선거구,나선거구,3
경기도,오산시,대원동,경기도 오산시 대원동,1,오산시,제2선거구,나선거구,3
경기도,시흥시,대야동,경기도 시흥시 대야동,2,시흥시,제1선거구,가선거구,4
경기도,시흥시,신천동,경기도 시흥시 신천동,2,시흥시,제1선거구,가선거구,4
경기도,시흥시,은행동,경기도 시흥시 은행동,2,시흥시,제1선거구,가선거구,4
경기도,시흥시,과림동,경기도 시흥시 과림동,2,시흥시,제2선거구,나선거구,2
경기도,시흥시,매화동,경기도 시흥시 매화동,2,시흥시,제2선거구,나선거구,2
경기도,시흥시,목감동,경기도 시흥시 목감동,2,시흥시,제2선거구,나선거구,2
경기도,시흥시,능곡동,경기도 시흥시 능곡동,2,시흥시,제2선거구,나선거구,2
경기도,시흥시,신현동,경기도 시흥시 신현동,2,시흥시,제3선거구,다선거구,2
경기도,시흥시,연성동,경기도 시흥시 연성동,2,시흥시,제3선거구,다선거구,2
경기도,시흥시,장곡동,경기도 시흥시 장곡동,2,시흥시,제3선거구,다선거구,2
경기도,시흥시,군자동,경기도 시흥시 군자동,2,시흥시,제4선거구,라선거구,3
경기도,시흥시,월곶동,경기도 시흥시 월곶동,2,시흥시,제4선거구,라선거구,3
경기도,시흥시,정왕본동,경기도 시흥시 정왕본동,2,시흥시,제4선거구,라선거구,3
경기도,시흥시,정왕1동,경기도 시흥시 정왕1동,2,시흥시,제4선거구,라선거구,3
경기도,시흥시,정왕2동,경기도 시흥시 정왕2동,2,시흥시,제4선거구,라선거구,3
경기도,시흥시,정왕3동,경기도 시흥시 정왕3동,2,시흥시,제5선거구,마선거구,3
경기도,시흥시,정왕4동,경기도 시흥시 정왕4동,2,시흥시,제5선거구,마선거구,3
경기도,시흥시,배곧1동,경기도 시흥시 배곧1동,2,시흥시,제5선거구,마선거구,3
경기도,시흥시,배곧2동,경기도 시흥시 배곧2동,2,시흥시,제5선거구,마선거구,3
경기도,군포시,군포1동,경기도 군포시 군포1동,1,군포시,제1선거구,가선거구,2
경기도,군포시,산본1동,경기도 군포시 산본1동,1,군포시,제1선거구,가선거구,2
경기도,군포시,금정동,경기도 군포시 금정동,1,군포시,제1선거구,가선거구,2
경기도,군포시,군포2동,경기도 군포시 군포2동,1,군포시,제2선거구,나선거구,2
경기도,군포시,대야동,경기도 군포시 대야동,1,군포시,제2선거구,나선거구,2
경기도,군포시,송부동,경기도 군포시 송부동,1,군포시,제2선거구,나선거구,2
경기도,군포시,산본2동,경기도 군포시 산본2동,1,군포시,제3선거구,다선거구,2
경기도,군포시,궁내동,경기도 군포시 궁내동,1,군포시,제3선거구,다선거구,2
경기도,군포시,광정동,경기도 군포시 광정동,1,군포시,제3선거구,다선거구,2
경기도,군포시,재궁동,경기도 군포시 재궁동,1,군포시,제4선거구,라선거구,2
경기도,군포시,오금동,경기도 군포시 오금동,1,군포시,제4선거구,라선거구,2
경기도,군포시,수리동,경기도 군포시 수리동,1,군포시,제4선거구,라선거구,2
경기도,의왕시,고천동,경기도 의왕시 고천동,1,의왕시,제1선거구,가선거구,3
경기도,의왕시,부곡동,경기도 의왕시 부곡동,1,의왕시,제1선거구,가선거구,3
경기도,의왕시,오전동,경기도 의왕시 오전동,1,의왕시,제1선거구,가선거구,3
경기도,의왕시,내손1동,경기도 의왕시 내손1동,1,의왕시,제2선거구,나선거구,3
경기도,의왕시,내손2동,경기도 의왕시 내손2동,1,의왕시,제2선거구,나선거구,3
경기도,의왕시,청계동,경기도 의왕시 청계동,1,의왕시,제2선거구,나선거구,3
경기도,하남시,천현동,경기도 하남시 천현동,1,하남시,제1선거구,가선거구,4
경기도,하남시,신장1동,경기도 하남시 신장1동,1,하남시,제1선거구,가선거구,4
경기도,하남시,신장2동,경기도 하남시 신장2동,1,하남시,제1선거구,가선거구,4
경기도,하남시,감북동,경기도 하남시 감북동,1,하남시,제1선거구,가선거구,4
경기도,하남시,감일동,경기도 하남시 감일동,1,하남시,제1선거구,가선거구,4
경기도,하남시,위례동,경기도 하남시 위례동,1,하남시,제1선거구,가선거구,4
경기도,하남시,춘궁동,경기도 하남시 춘궁동,1,하남시,제1선거구,가선거구,4
경기도,하남시,초이동,경기도 하남시 초이동,1,하남시,제1선거구,가선거구,4
경기도,하남시,덕풍1동,경기도 하남시 덕풍1동,1,하남시,제2선거구,나선거구,2
경기도,하남시,덕풍2동,경기도 하남시 덕풍2동,1,하남시,제2선거구,나선거구,2
경기도,하남시,덕풍3동,경기도 하남시 덕풍3동,1,하남시,제2선거구,나선거구,2
경기도,하남시,풍산동,경기도 하남시 풍산동,1,하남시,제2선거구,나선거구,2
경기도,하남시,미사1동,경기도 하남시 미사1동,1,하남시,제3선거구,다선거구,3
경기도,하남시,미사2동,경기도 하남시 미사2동,1,하남시,제3선거구,다선거구,3
경기도,용인시처인구,포곡읍,경기도 용인시처인구 포곡읍,4,용인시,제1선거구,가선거구,3
경기도,용인시처인구,모현읍,경기도 용인시처인구 모현읍,4,용인시,제1선거구,가선거구,3
경기도,용인시처인구,역북동,경기도 용인시처인구 역북동,4,용인시,제1선거구,가선거구,3
경기도,용인시처인구,삼가동,경기도 용인시처인구 삼가동,4,용인시,제1선거구,가선거구,3
경기도,용인시처인구,유림동,경기도 용인시처인구 유림동,4,용인시,제1선거구,가선거구,3
경기도,용인시처인구,이동읍,경기도 용인시처인구 이동읍,4,용인시,제2선거구,나선거구,2
경기도,용인시처인구,남사읍,경기도 용인시처인구 남사읍,4,용인시,제2선거구,나선거구,2
경기도,용인시처인구,중앙동,경기도 용인시처인구 중앙동,4,용인시,제2선거구,나선거구,2
경기도,용인시처인구,양지면,경기도 용인시처인구 양지면,4,용인시,제2선거구,다선거구,2
경기도,용인시처인구,동부동,경기도 용인시처인구 동부동,4,용인시,제2선거구,다선거구,2
경기도,용인시처인구,원삼면,경기도 용인시처인구 원삼면,4,용인시,제2선거구,다선거구,2
경기도,용인시처인구,백암면,경기도 용인시처인구 백암면,4,용인시,제2선거구,다선거구,2
경기도,용인시기흥구,신갈동,경기도 용인시기흥구 신갈동,4,용인시,제3선거구,라선거구,3
경기도,용인시기흥구,영덕1동,경기도 용인시기흥구 영덕1동,4,용인시,제3선거구,라선거구,3
경기도,용인시기흥구,영덕2동,경기도 용인시기흥구 영덕2동,4,용인시,제3선거구,라선거구,3
경기도,용인시기흥구,기흥동,경기도 용인시기흥구 기흥동,4,용인시,제3선거구,라선거구,3
경기도,용인시기흥구,서농동,경기도 용인시기흥구 서농동,4,용인시,제3선거구,라선거구,3
경기도,용인시기흥구,구갈동,경기도 용인시기흥구 구갈동,4,용인시,제4선거구,마선거구,2
경기도,용인시기흥구,상갈동,경기도 용인시기흥구 상갈동,4,용인시,제4선거구,마선거구,2
경기도,용인시기흥구,보라동,경기도 용인시기흥구 보라동,4,용인시,제5선거구,바선거구,2
경기도,용인시기흥구,동백3동,경기도 용인시기흥구 동백3동,4,용인시,제5선거구,바선거구,2
경기도,용인시기흥구,상하동,경기도 용인시기흥구 상하동,4,용인시,제5선거구,바선거구,2
경기도,용인시수지구,상현1동,경기도 용인시수지구 상현1동,4,용인시,제6선거구,사선거구,2
경기도,용인시수지구,상현3동,경기도 용인시수지구 상현3동,4,용인시,제6선거구,사선거구,2
경기도,용인시수지구,풍덕천1동,경기도 용인시수지구 풍덕천1동,4,용인시,제7선거구,아선거구,2
경기도,용인시수지구,풍덕천2동,경기도 용인시수지구 풍덕천2동,4,용인시,제7선거구,아선거구,2
경기도,용인시수지구,죽전2동,경기도 용인시수지구 죽전2동,4,용인시,제7선거구,아선거구,2
경기도,용인시수지구,신봉동,경기도 용인시수지구 신봉동,4,용인시,제8선거구,자선거구,3
경기도,용인시수지구,동천동,경기도 용인시수지구 동천동,4,용인시,제8선거구,자선거구,3
경기도,용인시수지구,성복동,경기도 용인시수지구 성복동,4,용인시,제8선거구,자선거구,3
경기도,용인시기흥구,구성동,경기도 용인시기흥구 구성동,4,용인시,제9선거구,차선거구,3
경기도,용인시기흥구,마북동,경기도 용인시기흥구 마북동,4,용인시,제9선거구,차선거구,3
경기도,용인시기흥구,동백1동,경기도 용인시기흥구 동백1동,4,용인시,제9선거구,차선거구,3
경기도,용인시기흥구,동백2동,경기도 용인시기흥구 동백2동,4,용인시,제9선거구,차선거구,3
경기도,용인시기흥구,보정동,경기도 용인시기흥구 보정동,4,용인시,제10선거구,카선거구,4
경기도,용인시수지구,죽전1동,경기도 용인시수지구 죽전1동,4,용인시,제10선거구,카선거구,4
경기도,용인시수지구,죽전3동,경기도 용인시수지구 죽전3동,4,용인시,제10선거구,카선거구,4
경기도,용인시수지구,상현2동,경기도 용인시수지구 상현2동,4,용인시,제10선거구,카선거구,4
경기도,파주시,조리읍,경기도 파주시 조리읍,2,파주시,제1선거구,가선거구,2
경기도,파주시,광탄면,경기도 파주시 광탄면,2,파주시,제1선거구,가선거구,2
경기도,파주시,운정1동,경기도 파주시 운정1동,2,파주시,제1선거구,가선거구,2
경기도,파주시,탄현면,경기도 파주시 탄현면,2,파주시,제2선거구,나선거구,3
경기도,파주시,교하동,경기도 파주시 교하동,2,파주시,제2선거구,나선거구,3
경기도,파주시,운정2동,경기도 파주시 운정2동,2,파주시,제2선거구,나선거구,3
경기도,파주시,운정3동,경기도 파주시 운정3동,2,파주시,제3선거구,다선거구,2
경기도,파주시,문산읍,경기도 파주시 문산읍,2,파주시,제4선거구,라선거구,3
경기도,파주시,법원읍,경기도 파주시 법원읍,2,파주시,제4선거구,라선거구,3
경기도,파주시,파평면,경기도 파주시 파평면,2,파주시,제4선거구,라선거구,3
경기도,파주시,적성면,경기도 파주시 적성면,2,파주시,제4선거구,라선거구,3
경기도,파주시,장단면,경기도 파주시 장단면,2,파주시,제4선거구,라선거구,3
경기도,파주시,파주읍,경기도 파주시 파주읍,2,파주시,제5선거구,마선거구,3
경기도,파주시,월롱면,경기도 파주시 월롱면,2,파주시,제5선거구,마선거구,3
경기도,파주시,금촌1동,경기도 파주시 금촌1동,2,파주시,제5선거구,마선거구,3
경기도,파주시,금촌2동,경기도 파주시 금촌2동,2,파주시,제5선거구,마선거구,3
경기도,파주시,금촌3동,경기도 파주시 금촌3동,2,파주시,제5선거구,마선거구,3
경기도,이천시,신둔면,경기도 이천시 신둔면,1,이천시,제1선거구,가선거구,3
경기도,이천시,백사면,경기도 이천시 백사면,1,이천시,제1선거구,가선거구,3
경기도,이천시,증포동,경기도 이천시 증포동,1,이천시,제1선거구,가선거구,3
경기도,이천시,관고동,경기도 이천시 관고동,1,이천시,제1선거구,가선거구,3
경기도,이천시,마장면,경기도 이천시 마장면,1,이천시,제1선거구,나선거구,2
경기도,이천시,창전동,경기도 이천시 창전동,1,이천시,제1선거구,나선거구,2
경기도,이천시,중리동,경기도 이천시 중리동,1,이천시,제1선거구,나선거구,2
경기도,이천시,장호원읍,경기도 이천시 장호원읍,1,이천시,제2선거구,다선거구,3
경기도,이천시,부발읍,경기도 이천시 부발읍,1,이천시,제2선거구,다선거구,3
경기도,이천시,대월면,경기도 이천시 대월면,1,이천시,제2선거구,다선거구,3
경기도,이천시,모가면,경기도 이천시 모가면,1,이천시,제2선거구,다선거구,3
경기도,이천시,설성면,경기도 이천시 설성면,1,이천시,제2선거구,다선거구,3
경기도,이천시,율면,경기도 이천시 율면,1,이천시,제2선거구,다선거구,3
경기도,이천시,호법면,경기도 이천시 호법면,1,이천시,제2선거구,다선거구,3
경기도,안성시,공도읍,경기도 안성시 공도읍,1,안성시,제1선거구,가선거구,2
경기도,안성시,양성면,경기도 안성시 양성면,1,안성시,제1선거구,가선거구,2
경기도,안성시,원곡면,경기도 안성시 원곡면,1,안성시,제1선거구,가선거구,2
경기도,안성시,미양면,경기도 안성시 미양면,1,안성시,제1선거구,나선거구,2
경기도,안성시,대덕면,경기도 안성시 대덕면,1,안성시,제1선거구,나선거구,2
경기도,안성시,고삼면,경기도 안성시 고삼면,1,안성시,제1선거구,나선거구,2
경기도,안성시,안성3동,경기도 안성시 안성3동,1,안성시,제1선거구,나선거구,2
경기도,안성시,보개면,경기도 안성시 보개면,1,안성시,제2선거구,다선거구,3
경기도,안성시,금광면,경기도 안성시 금광면,1,안성시,제2선거구,다선거구,3
경기도,안성시,서운면,경기도 안성시 서운면,1,안성시,제2선거구,다선거구,3
경기도,안성시,일죽면,경기도 안성시 일죽면,1,안성시,제2선거구,다선거구,3
경기도,안성시,죽산면,경기도 안성시 죽산면,1,안성시,제2선거구,다선거구,3
경기도,안성시,삼죽면,경기도 안성시 삼죽면,1,안성시,제2선거구,다선거구,3
경기도,안성시,안성1동,경기도 안성시 안성1동,1,안성시,제2선거구,다선거구,3
경기도,안성시,안성2동,경기도 안성시 안성2동,1,안성시,제2선거구,다선거구,3
경기도,김포시,고촌읍,경기도 김포시 고촌읍,2,김포시,제1선거구,가선거구,3
경기도,김포시,사우동,경기도 김포시 사우동,2,김포시,제1선거구,가선거구,3
경기도,김포시,풍무동,경기도 김포시 풍무동,2,김포시,제1선거구,가선거구,3
경기도,김포시,김포본동,경기도 김포시 김포본동,2,김포시,제2선거구,나선거구,3
경기도,김포시,장기동,경기도 김포시 장기동,2,김포시,제2선거구,나선거구,3
경기도,김포시,통진읍,경기도 김포시 통진읍,2,김포시,제3선거구,다선거구,3
경기도,김포시,양촌읍,경기도 김포시 양촌읍,2,김포시,제3선거구,다선거구,3
경기도,김포시,대곶면,경기도 김포시 대곶면,2,김포시,제3선거구,다선거구,3
경기도,김포시,월곶면,경기도 김포시 월곶면,2,김포시,제3선거구,다선거구,3
경기도,김포시,하성면,경기도 김포시 하성면,2,김포시,제3선거구,다선거구,3
경기도,김포시,구래동,경기도 김포시 구래동,2,김포시,제3선거구,다선거구,3
경기도,김포시,장기본동,경기도 김포시 장기본동,2,김포시,제4선거구,라선거구,3
경기도,김포시,마산동,경기도 김포시 마산동,2,김포시,제4선거구,라선거구,3
경기도,김포시,운양동,경기도 김포시 운양동,2,김포시,제4선거구,라선거구,3
경기도,화성시,향남읍,경기도 화성시 향남읍,3,화성시,제1선거구,가선거구,3
경기도,화성시,팔탄면,경기도 화성시 팔탄면,3,화성시,제1선거구,가선거구,3
경기도,화성시,양감면,경기도 화성시 양감면,3,화성시,제1선거구,가선거구,3
경기도,화성시,정남면,경기도 화성시 정남면,3,화성시,제1선거구,가선거구,3
경기도,화성시,우정읍,경기도 화성시 우정읍,3,화성시,제2선거구,나선거구,3
경기도,화성시,남양읍,경기도 화성시 남양읍,3,화성시,제2선거구,나선거구,3
경기도,화성시,매송면,경기도 화성시 매송면,3,화성시,제2선거구,나선거구,3
경기도,화성시,비봉면,경기도 화성시 비봉면,3,화성시,제2선거구,나선거구,3
경기도,화성시,마도면,경기도 화성시 마도면,3,화성시,제2선거구,나선거구,3
경기도,화성시,송산면,경기도 화성시 송산면,3,화성시,제2선거구,나선거구,3
경기도,화성시,서신면,경기도 화성시 서신면,3,화성시,제2선거구,나선거구,3
경기도,화성시,장안면,경기도 화성시 장안면,3,화성시,제2선거구,나선거구,3
경기도,화성시,새솔동,경기도 화성시 새솔동,3,화성시,제2선거구,나선거구,3
경기도,화성시,동탄1동,경기도 화성시 동탄1동,3,화성시,제3선거구,다선거구,2
경기도,화성시,동탄2동,경기도 화성시 동탄2동,3,화성시,제3선거구,다선거구,2
경기도,화성시,동탄4동,경기도 화성시 동탄4동,3,화성시,제4선거구,라선거구,3
경기도,화성시,동탄5동,경기도 화성시 동탄5동,3,화성시,제4선거구,라선거구,3
경기도,화성시,동탄6동,경기도 화성시 동탄6동,3,화성시,제4선거구,라선거구,3
경기도,화성시,동탄7동,경기도 화성시 동탄7동,3,화성시,제5선거구,마선거구,3
경기도,화성시,동탄8동,경기도 화성시 동탄8동,3,화성시,제5선거구,마선거구,3
경기도,화성시,기배동,경기도 화성시 기배동,3,화성시,제6선거구,바선거구,3
경기도,화성시,화산동,경기도 화성시 화산동,3,화성시,제6선거구,바선거구,3
경기도,화성시,진안동,경기도 화성시 진안동,3,화성시,제7선거구,사선거구,3
경기도,화성시,병점1동,경기도 화성시 병점1동,3,화성시,제7선거구,사선거구,3
경기도,화성시,병점2동,경기도 화성시 병점2동,3,화성시,제7선거구,사선거구,3
경기도,화성시,반월동,경기도 화성시 반월동,3,화성시,제8선거구,아선거구,2
경기도,화성시,동탄3동,경기도 화성시 동탄3동,3,화성시,제8선거구,아선거구,2
경기도,광주시,퇴촌면,경기도 광주시 퇴촌면,2,광주시,제1선거구,가선거구,2
경기도,광주시,남종면,경기도 광주시 남종면,2,광주시,제1선거구,가선거구,2
경기도,광주시,남한산성면,경기도 광주시 남한산성면,2,광주시,제1선거구,가선거구,2
경기도,광주시,송정동,경기도 광주시 송정동,2,광주시,제1선거구,가선거구,2
경기도,광주시,탄벌동,경기도 광주시 탄벌동,2,광주시,제1선거구,가선거구,2
경기도,광주시,경안동,경기도 광주시 경안동,2,광주시,제2선거구,나선거구,3
경기도,광주시,쌍령동,경기도 광주시 쌍령동,2,광주시,제2선거구,나선거구,3
경기도,광주시,광남1동,경기도 광주시 광남1동,2,광주시,제2선거구,나선거구,3
경기도,광주시,광남2동,경기도 광주시 광남2동,2,광주시,제2선거구,나선거구,3
경기도,광주시,오포읍,경기도 광주시 오포읍,2,광주시,제3선거구,다선거구,2
경기도,광주시,초월읍,경기도 광주시 초월읍,2,광주시,제4선거구,라선거구,2
경기도,광주시,곤지암읍,경기도 광주시 곤지암읍,2,광주시,제4선거구,라선거구,2
경기도,광주시,도척면,경기도 광주시 도척면,2,광주시,제4선거구,라선거구,2
경기도,양주시,백석읍,경기도 양주시 백석읍,1,양주시,제1선거구,가선거구,2
경기도,양주시,광적면,경기도 양주시 광적면,1,양주시,제1선거구,가선거구,2
경기도,양주시,장흥면,경기도 양주시 장흥면,1,양주시,제1선거구,가선거구,2
경기도,양주시,양주1동,경기도 양주시 양주1동,1,양주시,제1선거구,나선거구,2
경기도,양주시,양주2동,경기도 양주시 양주2동,1,양주시,제1선거구,나선거구,2
경기도,양주시,은현면,경기도 양주시 은현면,1,양주시,제2선거구,다선거구,3
경기도,양주시,남면,경기도 양주시 남면,1,양주시,제2선거구,다선거구,3
경기도,양주시,회천1동,경기도 양주시 회천1동,1,양주시,제2선거구,다선거구,3
경기도,양주시,회천2동,경기도 양주시 회천2동,1,양주시,제2선거구,다선거구,3
경기도,양주시,회천3동,경기도 양주시 회천3동,1,양주시,제2선거구,다선거구,3
경기도,양주시,회천4동,경기도 양주시 회천4동,1,양주시,제2선거구,다선거구,3
경기도,포천시,군내면,경기도 포천시 군내면,1,포천시,제1선거구,가선거구,3
경기도,포천시,신북면,경기도 포천시 신북면,1,포천시,제1선거구,가선거구,3
경기도,포천시,창수면,경기도 포천시 창수면,1,포천시,제1선거구,가선거구,3
경기도,포천시,영중면,경기도 포천시 영중면,1,포천시,제1선거구,가선거구,3
경기도,포천시,영북면,경기도 포천시 영북면,1,포천시,제1선거구,가선거구,3
경기도,포천시,관인면,경기도 포천시 관인면,1,포천시,제1선거구,가선거구,3
경기도,포천시,포천동,경기도 포천시 포천동,1,포천시,제1선거구,가선거구,3
경기도,포천시,선단동,경기도 포천시 선단동,1,포천시,제1선거구,가선거구,3
경기도,포천시,소흘읍,경기도 포천시 소흘읍,1,포천시,제2선거구,나선거구,3
경기도,포천시,내촌면,경기도 포천시 내촌면,1,포천시,제2선거구,나선거구,3
경기도,포천시,가산면,경기도 포천시 가산면,1,포천시,제2선거구,나선거구,3
경기도,포천시,일동면,경기도 포천시 일동면,1,포천시,제2선거구,나선거구,3
경기도,포천시,이동면,경기도 포천시 이동면,1,포천시,제2선거구,나선거구,3
경기도,포천시,화현면,경기도 포천시 화현면,1,포천시,제2선거구,나선거구,3
경기도,여주시,가남읍,경기도 여주시 가남읍,1,여주시,제1선거구,가선거구,3
경기도,여주시,점동면,경기도 여주시 점동면,1,여주시,제1선거구,가선거구,3
경기도,여주시,세종대왕면,경기도 여주시 세종대왕면,1,여주시,제1선거구,가선거구,3
경기도,여주시,북내면,경기도 여주시 북내면,1,여주시,제1선거구,가선거구,3
경기도,여주시,강천면,경기도 여주시 강천면,1,여주시,제1선거구,가선거구,3
경기도,여주시,여흥동,경기도 여주시 여흥동,1,여주시,제1선거구,가선거구,3
경기도,여주시,흥천면,경기도 여주시 흥천면,1,여주시,제2선거구,나선거구,3
경기도,여주시,금사면,경기도 여주시 금사면,1,여주시,제2선거구,나선거구,3
경기도,여주시,대신면,경기도 여주시 대신면,1,여주시,제2선거구,나선거구,3
경기도,여주시,산북면,경기도 여주시 산북면,1,여주시,제2선거구,나선거구,3
경기도,여주시,중앙동,경기도 여주시 중앙동,1,여주시,제2선거구,나선거구,3
경기도,여주시,오학동,경기도 여주시 오학동,1,여주시,제2선거구,나선거구,3
경기도,연천군,연천읍,경기도 연천군 연천읍,1,연천군,단일선거구,가선거구,3
경기도,연천군,군남면,경기도 연천군 군남면,1,연천군,단일선거구,가선거구,3
경기도,연천군,미산면,경기도 연천군 미산면,1,연천군,단일선거구,가선거구,3
경기도,연천군,왕징면,경기도 연천군 왕징면,1,연천군,단일선거구,가선거구,3
경기도,연천군,신서면,경기도 연천군 신서면,1,연천군,단일선거구,가선거구,3
경기도,연천군,중면,경기도 연천군 중면,1,연천군,단일선거구,가선거구,3
경기도,연천군,전곡읍,경기도 연천군 전곡읍,1,연천군,단일선거구,나선거구,3
경기도,연천군,청산면,경기도 연천군 청산면,1,연천군,단일선거구,나선거구,3
경기도,연천군,백학면,경기도 연천군 백학면,1,연천군,단일선거구,나선거구,3
경기도,연천군,장남면,경기도 연천군 장남면,1,연천군,단일선거구,나선거구,3
경기도,가평군,가평읍,경기도 가평군 가평읍,1,가평군,단일선거구,가선거구,2
경기도,가평군,북면,경기도 가평군 북면,1,가평군,단일선거구,가선거구,2
경기도,가평군,설악면,경기도 가평군 설악면,1,가평군,단일선거구,나선거구,2
경기도,가평군,청평면,경기도 가평군 청평면,1,가평군,단일선거구,나선거구,2
경기도,가평군,상면,경기도 가평군 상면,1,가평군,단일선거구,다선거구,2
경기도,가평군,조종면,경기도 가평군 조종면,1,가평군,단일선거구,다선거구,2
경기도,양평군,양평읍,경기도 양평군 양평읍,1,양평군,제1선거구,가선거구,3
경기도,양평군,양서면,경기도 양평군 양서면,1,양평군,제1선거구,가선거구,3
